Life expectancy at birth,1800,1801,1802,1803,1804,1805,1806,1807,1808,1809,1810,1811,1812,1813,1814,1815,1816,1817,1818,1819,1820,1821,1822,1823,1824,1825,1826,1827,1828,1829,1830,1831,1832,1833,1834,1835,1836,1837,1838,1839,1840,1841,1842,1843,1844,1845,1846,1847,1848,1849,1850,1851,1852,1853,1854,1855,1856,1857,1858,1859,1860,1861,1862,1863,1864,1865,1866,1867,1868,1869,1870,1871,1872,1873,1874,1875,1876,1877,1878,1879,1880,1881,1882,1883,1884,1885,1886,1887,1888,1889,1890,1891,1892,1893,1894,1895,1896,1897,1898,1899,1900,1901,1902,1903,1904,1905,1906,1907,1908,1909,1910,1911,1912,1913,1914,1915,1916,1917,1918,1919,1920,1921,1922,1923,1924,1925,1926,1927,1928,1929,1930,1931,1932,1933,1934,1935,1936,1937,1938,1939,1940,1941,1942,1943,1944,1945,1946,1947,1948,1949,1950,1951,1952,1953,1954,1955,1956,1957,1958,1959,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010
Niger,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.8,,,,,37.46,37.496,37.564,37.626,37.684,37.735,37.782,37.823,37.859,37.891,37.919,37.945,37.969,37.994,38.021,38.052,38.089,38.132,38.182,38.241,38.311,38.393,38.486,38.591,38.707,38.832,38.966,39.107,39.252,39.4,39.542,39.671,39.787,39.894,40.002,40.125,40.277,40.474,40.73,41.054,41.455,41.938,42.497,43.117,43.789,44.503,45.247,46.009,46.774,47.532,48.273,48.994,49.697,50.38,51.039,51.666,52.256,52.808,53.322,53.802,54.251
Nigeria,30.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.4,,,,,34.805,35.003,35.396,35.789,36.181,36.571,36.96,37.348,37.733,38.116,38.496,38.873,39.246,39.616,39.986,40.359,40.742,41.137,41.543,41.956,42.373,42.786,43.188,43.571,43.928,44.258,44.559,44.835,45.085,45.307,45.498,45.652,45.77,45.85,45.895,45.908,45.891,45.849,45.791,45.722,45.64,45.538,45.419,45.295,45.185,45.122,45.14,45.261,45.495,45.839,46.283,46.803,47.363,47.93,48.487,49.02,49.527,50.017,50.497,50.967,51.427
Niue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norfolk Island,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Cyprus,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norway,38.8,,,,,,,,,,,,,,,38.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.05,44.77,45.02,48.05,49.53,49.74,48.46,47.92,51.65,50.44,50.37,50.22,51.59,49.93,50,45.81,44.7,46.71,48.78,50.42,49.92,47.87,47.16,49.25,50.86,49.69,50.02,49.67,47.77,47.64,46.83,49.77,51.79,53.18,51.91,50.47,47.4,49.64,50.8,51.06,51.72,51.69,50.38,49.06,48.6,49.79,49.68,51.41,50.62,52.8,53.84,53.73,53.96,51.62,53.47,54.59,56.49,54.98,56.09,55.1,56.91,56.49,56.31,57.47,57.99,58.04,57.75,58.32,57.82,58.17,57.25,57.75,50.3,56.82,58.89,61.61,60.79,61.81,62.12,62.52,63.26,62.87,63.4,62.47,64.11,64.14,64.61,65.49,66.22,65.84,65.84,66.04,67.09,67.36,65.89,65.77,65.68,66.12,65.8,68.19,69.51,70.01,71.13,71.53,71.6,72.54,72.67,73.15,73.23,73.44,73.49,73.44,73.43,73.56,73.58,73.59,73.47,73.11,73.61,73.73,74.01,74.08,73.96,73.67,74.08,74.18,74.34,74.43,74.75,74.8,75.03,75.37,75.4,75.39,75.65,75.84,75.97,76.03,76.19,75.9,76.04,75.89,75.99,76.33,76.41,76.93,77.32,77.28,77.86,77.89,78.31,78.32,78.49,78.47,78.76,78.98,79.05,79.61,80.06,80.29,80.55,80.61,80.672,80.744,80.929
Oman,32.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.3,,,,,37.177,37.4,37.856,38.334,38.833,39.354,39.897,40.462,41.049,41.659,42.294,42.953,43.641,44.358,45.109,45.9,46.738,47.623,48.554,49.525,50.527,51.55,52.582,53.614,54.641,55.662,56.678,57.696,58.72,59.75,60.788,61.837,62.893,63.949,64.995,66.025,67.033,68.008,68.937,69.805,70.587,71.262,71.825,72.277,72.628,72.902,73.134,73.351,73.568,73.785,73.972,74.083,74.083,73.962,73.737,73.448,73.154,72.912,72.765,72.731,72.808
Pakistan,25.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.9,,,,,20.132,,,,,,,,,,26.7536,,,,,,,,,,31.7584,,,,22.8,,,,,39.668,40.057,40.828,41.588,42.338,43.078,43.807,44.525,45.234,45.934,46.625,47.307,47.983,48.651,49.313,49.97,50.624,51.275,51.92,52.556,53.176,53.777,54.353,54.9,55.416,55.898,56.346,56.764,57.154,57.52,57.865,58.191,58.5,58.796,59.083,59.364,59.641,59.915,60.187,60.457,60.725,60.991,61.254,61.511,61.762,62.007,62.245,62.476,62.702,62.921,63.133,63.336,63.53,63.718,63.902,64.088,64.282,64.489,64.709,64.943,65.187
Palau,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Panama,32.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.9,,,,,,,,,,,,,,,35.9,,,,,,,,,,42.4,,,,,,,,,,53.625,54.128,55.102,56.016,56.867,57.658,58.388,59.061,59.678,60.247,60.774,61.267,61.737,62.193,62.642,63.089,63.533,63.971,64.404,64.835,65.271,65.721,66.187,66.67,67.164,67.663,68.158,68.637,69.09,69.51,69.892,70.233,70.537,70.81,71.057,71.283,71.493,71.693,71.888,72.083,72.279,72.476,72.67,72.862,73.05,73.237,73.425,73.615,73.807,74.001,74.194,74.385,74.572,74.752,74.927,75.097,75.266,75.434,75.605,75.779,75.953
Papua New Guinea,31.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.5,,,,33.682,33.933,34.434,34.929,35.418,35.902,36.385,36.869,37.361,37.875,38.425,39.022,39.68,40.402,41.181,42.002,42.845,43.684,44.499,45.277,46.01,46.698,47.351,47.985,48.606,49.235,49.895,50.592,51.318,52.056,52.765,53.393,53.904,54.283,54.535,54.689,54.793,54.902,55.06,55.283,55.574,55.914,56.271,56.616,56.943,57.249,57.54,57.827,58.121,58.426,58.745,59.08,59.43,59.79,60.161,60.539,60.92,61.303,61.683,62.059,62.428
Paraguay,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.5,,,,,,,,,,,,,,,,,,62.562,62.555,62.56,62.6,62.674,62.782,62.923,63.093,63.29,63.504,63.726,63.948,64.158,64.35,64.521,64.675,64.819,64.964,65.117,65.279,65.448,65.618,65.781,65.933,66.073,66.2,66.316,66.427,66.535,66.644,66.751,66.857,66.959,67.059,67.158,67.263,67.376,67.504,67.646,67.803,67.973,68.151,68.33,68.51,68.689,68.874,69.071,69.286,69.521,69.773,70.036,70.301,70.56,70.804,71.033,71.247,71.45,71.651,71.854,72.06,72.269
Peru,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.7,,,,,,,,,,43.003,43.186,43.569,43.985,44.434,44.915,45.426,45.962,46.518,47.082,47.642,48.186,48.704,49.194,49.666,50.142,50.656,51.231,51.879,52.598,53.37,54.165,54.949,55.696,56.395,57.044,57.653,58.243,58.831,59.422,60.02,60.622,61.224,61.818,62.403,62.974,63.526,64.058,64.572,65.069,65.554,66.034,66.514,66.999,67.491,67.99,68.496,69.004,69.508,70.001,70.478,70.933,71.362,71.763,72.133,72.471,72.778,73.058,73.315,73.554,73.778
Philippines,30.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.9,12.7,30.9,,,,,,,,,,,,,,30.9,25.6,30.9,,,,,,,,,,,30.9,,,,,,,,40,,,43.6835,43.5794916666667,43.6835,43.5794916666667,42.123375,42.6434166666667,,,,54.734,54.91,55.258,55.602,55.94,56.272,56.6,56.923,57.241,57.554,57.864,58.17,58.473,58.773,59.07,59.363,59.653,59.938,60.218,60.493,60.762,61.025,61.283,61.536,61.784,62.028,62.266,62.501,62.731,62.956,63.177,63.394,63.607,63.815,64.019,64.219,64.414,64.606,64.794,64.977,65.157,65.334,65.507,65.676,65.843,66.006,66.166,66.322,66.476,66.626,66.772,66.908,67.037,67.16,67.283,67.416,67.57,67.751,67.963,68.204,68.469
Pitcairn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Poland,35.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.8,,,,,,,,,,,,,,,,,,,59.045,59.653,60.828,61.918,62.925,63.848,64.688,65.448,65.92,65.53,67.86,67.98,67.64,68.57,68.8,69.5,69.91,69.61,70.25,69.74,69.87,69.67,70.85,70.85,71.36,70.77,70.77,70.67,70.6,70.93,70.28,71.26,71.32,71.16,70.9,70.64,70.93,70.98,71.35,71.1,70.75,70.45,70.99,71.51,71.82,72.05,72.39,72.75,73.13,73.18,73.91,74.33,74.67,74.85,75.02,75.15,75.35,75.517,75.678,75.792,75.959
Portugal,35.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.6,,,,,,,,,,,,,,,51.43,47.95,49.87,51.05,52.42,53.81,53.69,56.03,56.76,55.38,58.53,58.72,59.82,61.12,62.26,61.43,61.24,61.51,63.81,62.99,64.25,62.87,64.39,65.02,65.24,66.19,65.7,66.6,66.91,66.52,67.17,66.94,69.26,68.66,69.21,68.93,69.16,70.41,70.87,71.68,71.75,71.94,72.77,72.69,72.98,73.26,73.66,74.05,74.07,74.63,74.25,74.19,74.86,74.77,75.76,75.58,75.53,75.97,76.18,76.36,76.84,77.11,77.29,77.49,78.32,78.2,78.94,79.12,78.771,79.016,79.266
Puerto Rico,30.43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.43,,,,,,,,33.3,30.36,,,,,,,38.17,,,,,,,,,,38.46,,,,,,,,,,40.65,,,,,,,,,,46.01,,,,,,,,,,61.106,61.843,63.238,64.471,65.544,66.458,67.216,67.826,68.302,68.665,68.942,69.165,69.366,69.575,69.812,70.086,70.395,70.719,71.041,71.357,71.665,71.964,72.254,72.535,72.801,73.046,73.264,73.45,73.606,73.734,73.843,73.944,74.046,74.155,74.267,74.371,74.45,74.491,74.49,74.454,74.39,74.312,74.243,74.205,74.22,74.318,74.529,74.853,75.278,75.784,76.335,76.887,77.395,77.828,78.17,78.419,78.589,78.714,78.823,78.928,79.039
Qatar,30.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.8,,,,,,,,,,53.41,53.723,54.352,54.989,55.633,56.284,56.943,57.606,58.274,58.944,59.611,60.272,60.925,61.567,62.197,62.82,63.439,64.061,64.685,65.311,65.936,66.555,67.161,67.75,68.314,68.85,69.355,69.828,70.273,70.688,71.076,71.439,71.781,72.105,72.415,72.713,73.002,73.282,73.554,73.819,74.078,74.332,74.58,74.822,75.058,75.289,75.516,75.738,75.956,76.17,76.382,76.594,76.804,77.012,77.218,77.417,77.606,77.784,77.948,78.099,78.239
Reunion,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.608,45.349,46.798,48.182,49.5,50.753,51.941,53.065,54.127,55.128,56.074,56.969,57.817,58.626,59.4,60.146,60.866,61.56,62.229,62.876,63.5,64.102,64.68,65.233,65.764,66.273,66.762,67.234,67.69,68.132,68.563,68.982,69.39,69.788,70.175,70.552,70.92,71.277,71.625,71.964,72.295,72.62,72.939,73.253,73.563,73.868,74.17,74.468,74.76,75.048,75.332,75.615,75.896,76.174,76.445,76.699,76.929,77.129,77.297,77.436,77.551
Romania,35.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.7,,,,,,,,,,,,42.01,,,,,,,,,,,,,,,,,,59.863,60.151,60.735,61.337,61.959,62.597,63.246,63.899,64.54,65.144,65.682,66.127,66.457,66.667,66.776,66.83,66.896,67.027,67.256,67.587,67.995,68.43,68.83,69.149,69.371,69.498,69.548,69.561,69.566,69.577,69.596,69.622,69.642,69.649,69.642,69.622,69.588,69.544,69.495,69.448,69.404,69.366,69.337,69.325,69.338,69.391,69.498,69.663,69.887,70.166,70.492,70.856,71.239,71.626,72.004,72.361,72.691,72.995,73.275,73.531,73.765
Russia,31.9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.9,,,,30.5,,,,,,,,,,,,,,37.5,,,,,,20.5,23.8,24.7,33.6,36.1,35.2,38.4,37.5,38.9,37.4,36.5,35,32.8,11.6,38.2,39.6,41.1,39.9,41.4,43.6,41.2,,,,,,46.1,40.4,52.2,55,57.3,63.815,64.243,64.693,65.164,65.656,66.165,66.685,67.208,67.65,68.67,68.92,68.58,69.05,69.85,69.44,69.51,69.3,69.26,68.74,68.86,69.12,69.02,69,68.99,68.35,68.1,67.97,68.01,67.73,67.7,67.92,68.38,68.15,67.67,68.33,69.95,69.96,69.81,69.73,69.36,69.11,67.98,65.24,63.93,64.62,65.89,66.79,67.14,65.99,65.38,65.3,65.01,64.92,65.29,65.33,66.65,67.57,67.89,68.16,68.526
Rwanda,31.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.8,,,,,,,,,,,,,,,,,,,,39.408,39.555,39.849,40.146,40.447,40.75,41.056,41.363,41.671,41.979,42.283,42.58,42.867,43.14,43.395,43.627,43.833,44.011,44.165,44.295,44.402,44.487,44.554,44.612,44.671,44.754,44.887,45.077,45.313,45.576,45.883,46.262,46.666,47.002,47.149,47.379,47.609,47.839,48.069,48.299,48.529,48.759,48.989,48.989,27.903,30.456,33.977,37.784,41.307,44.277,46.555,48.18,49.419,50.489,51.436,52.287,53.048,53.704,54.252,54.712,55.104
Saint Barthélemy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Helena,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Kitts and Nevis,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Lucia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.204,54.314,54.552,54.825,55.134,55.478,55.859,56.276,56.73,57.221,57.749,58.314,58.913,59.538,60.18,60.827,61.466,62.086,62.683,63.252,63.793,64.308,64.809,65.305,65.8,66.307,66.84,67.397,67.969,68.541,69.082,69.555,69.937,70.217,70.398,70.5,70.558,70.61,70.684,70.791,70.924,71.063,71.181,71.262,71.308,71.328,71.339,71.363,71.419,71.518,71.669,71.878,72.136,72.43,72.75,73.081,73.407,73.715,73.995,74.242,74.456
Saint Martin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Saint Vincent and the Grenadines,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.573,51.387,51.095,50.964,50.994,51.184,51.531,52.025,52.651,53.386,54.198,55.052,55.909,56.733,57.498,58.182,58.774,59.295,59.765,60.199,60.619,61.053,61.518,62.025,62.573,63.154,63.747,64.326,64.871,65.374,65.832,66.253,66.649,67.031,67.401,67.76,68.107,68.437,68.745,69.029,69.283,69.502,69.686,69.836,69.957,70.052,70.126,70.187,70.246,70.309,70.387,70.486,70.609,70.754,70.921,71.106,71.305,71.51,71.713,71.911,72.101
Saint-Pierre-et-Miquelon,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Samoa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.897,45.155,45.67,46.185,46.699,47.213,47.727,48.241,48.754,49.267,49.78,50.292,50.803,51.314,51.825,52.335,52.844,53.353,53.861,54.37,54.877,55.384,55.89,56.395,56.899,57.402,57.905,58.407,58.91,59.412,59.914,60.416,60.918,61.419,61.92,62.419,62.916,63.411,63.903,64.392,64.878,65.364,65.85,66.333,66.811,67.278,67.728,68.159,68.566,68.949,69.307,69.644,69.964,70.271,70.568,70.857,71.138,71.412,71.679,71.94,72.195
San Marino,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sao Tome and Principe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.61,45.81,46.223,46.663,47.129,47.621,48.138,48.679,49.24,49.817,50.403,50.991,51.573,52.142,52.691,53.214,53.705,54.169,54.61,55.035,55.457,55.894,56.354,56.838,57.337,57.831,58.296,58.707,59.05,59.322,59.528,59.684,59.812,59.934,60.06,60.197,60.344,60.497,60.648,60.799,60.949,61.1,61.249,61.398,61.547,61.694,61.839,61.98,62.119,62.258,62.401,62.55,62.709,62.88,63.064,63.262,63.475,63.701,63.935,64.176,64.421
Saudi Arabia,32.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.1,,,,,39.325,39.616,40.199,40.781,41.361,41.941,42.52,43.1,43.682,44.269,44.865,45.475,46.104,46.758,47.444,48.168,48.935,49.745,50.596,51.486,52.415,53.381,54.378,55.394,56.42,57.445,58.459,59.456,60.426,61.359,62.247,63.084,63.87,64.608,65.297,65.941,66.542,67.108,67.642,68.143,68.607,69.026,69.396,69.716,69.994,70.236,70.456,70.663,70.871,71.085,71.31,71.548,71.793,72.039,72.286,72.532,72.775,73.015,73.25,73.478,73.698
Senegal,25.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.2,,,,,23.9,,,,,,,,,,26.4,,,,,,,,28.8,,,,,36.39,36.588,36.968,37.318,37.637,37.926,38.184,38.413,38.613,38.787,38.936,39.067,39.184,39.297,39.418,39.555,39.715,39.906,40.134,40.41,40.745,41.15,41.624,42.165,42.769,43.433,44.153,44.918,45.711,46.516,47.323,48.122,48.906,49.665,50.382,51.042,51.628,52.138,52.574,52.941,53.247,53.502,53.726,53.936,54.147,54.37,54.612,54.874,55.151,55.446,55.756,56.078,56.406,56.733,57.058,57.38,57.701,58.024,58.348,58.673,58.998
Serbia,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.279,56.719,57.581,58.405,59.192,59.943,60.657,61.336,61.98,62.593,63.178,63.738,64.276,64.796,65.299,65.784,66.248,66.687,67.102,67.493,67.868,68.238,68.606,68.97,69.324,69.646,69.911,70.104,70.222,70.273,70.282,70.281,70.301,70.367,70.485,70.652,70.852,71.06,71.251,71.42,71.558,71.667,71.755,71.834,71.909,71.991,72.089,72.207,72.349,72.513,72.695,72.89,73.086,73.276,73.456,73.624,73.782,73.934,74.083,74.231,74.377
